*,address_raw,city,state,zipcode,unit,property_type,bedrooms,bathrooms,sqft,rent,price_per_sqft,listing_url,K_Q_Overall,B_Q_Overall,Flooring_Q,Paint_Q,Lighting_Q,Window_Q,Appliance_Q,Quality_Score_100,K_Size_1_3,K_Layout,B_Size_1_3,B_Layout,Bath_Config_1_3,Storage_Level_1_3,Floorplan_Utility_1_3,Unit_Size_1_3_Auto,Size_Score_100,C_Balcony_Deck,C_Heating,C_AC,C_Washer_Dryer,C_Parking,C_Dishwasher,C_Microwave,C_Disposal,C_Hardwood,C_Updated_Kitchen,C_Updated_Bath,C_Outdoor_Space,Parking_Type,Parking_Score_100,Laundry_Type,Laundry_Score_100,Bath_Config_Type,Fireplace_Type,Fireplace_Bonus_100,Exterior_Amenities_1_3,Package_Lockers,Gym_Workout,Pool,Yard_Shared_Outdoor,Amenity_Bonus_Score_100,Completeness_Score_100,WalkScore,TransitScore,BikeScore,Location_Score_100,Market_Score,Market_Grade,Luxury_Gap,Rent_per_Score,Opportunity_Flag,Notes,description_text,lat,lng
3,1933 84th Ave Unit C,Oakland,CA,94621,,apartment,2,1,750,2195,,https://www.redfin.com/CA/Oakland/1933-84th-Ave-94621/unit-C/apartment/200107257,2,2,2,2,2,2,2,66.7,1,,2,2,,,,2,58.3,No,Yes,No,No,Yes,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,69,58,65,64.9,63.6,C,,$34.50,Review,,,37.7574081,-122.1723271
3,2694 Havenscourt Blvd Unit A,Oakland,CA,94605,,apartment,2,1,800,2195,,https://www.redfin.com/CA/Oakland/2694-Havenscourt-Blvd-94605/unit-A/home/200229567,1,1,2,1,2,2,2,52.4,2,,2,2,,,,2,66.7,No,Yes,No,No,Yes,No,No,,No,No,No,,,,,,,,,,,,,,,,86,57,66,73.3,62.6,C,,$35.09,Review,,,37.76870650904774,-122.18262670564113
3,3520 Brighton Ave Apt C,Oakland,CA,94602,,apartment,2,1,889,2195,,https://www.redfin.com/CA/Oakland/3520-Brighton-Ave-94602/unit-C/home/201208672,3,2,3,3,2,2,3,85.7,2,,2,2,,,,2,66.7,No,Yes,No,No,,No,Yes,,No,Yes,Yes,,,,,,,,,,,,,,,,80,58,74,72.2,76.1,B,,$28.83,Review,,,37.8015514,-122.2265733
3,580 Vernon St Unit 2,Oakland,CA,94610,,apartment,2,1,—,2195,,https://www.redfin.com/CA/Oakland/580-Vernon-St-94610/unit-2/apartment/201442720,2,2,2,1,2,2,2,61.9,1,,2,2,,,,3,66.7,No,Yes,No,No,,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,87,54,64,72.5,66.3,C,,$33.11,Review,,,37.8183332,-122.2498247
3,3048 Champion St,Oakland,CA,94602,,apartment,2,1,855,2190,,https://www.redfin.com/CA/Oakland/3048-Champion-St-94602/apartment/1000609,2,2,2,3,2,2,3,76.2,1,,2,2,,,,2,58.3,No,Yes,,No,Yes,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,87,57,62,73.0,69.8,C,,$31.35,Review,,,37.7948934,-122.2164224
3,2166 E 27th St,Oakland,CA,94606,,apartment,2,1,"1,000",2168,,https://www.redfin.com/CA/Oakland/Diamond-Haus/apartment/1802658,2,3,2,2,2,2,3,76.2,2,,2,2,,,,3,75.0,No,Yes,,No,,No,No,,No,No,Yes,,,,,,,,,,,,,,,,70,58,50,62.4,72.0,B,,$30.11,Review,,,37.7941849,-122.2285818
3,1080 Stanford Ave,Oakland,CA,94608,,apartment,2,1,651,2150,,https://www.redfin.com/CA/Oakland/Stanford-Avenue-Apartments/apartment/187957133,2,2,2,2,1,2,2,61.9,1,,2,2,,,,1,50.0,No,Yes,No,No,,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,93,58,89,81.7,63.8,C,,$33.72,High-location / low-quality opportunity,,,37.8418071,-122.2819851
3,516 Lewis St Unit 516,Oakland,CA,94607,,apartment,2,1,700,2150,,https://www.redfin.com/CA/Oakland/516-Lewis-St-94607/unit-516/home/194687534,2,2,2,2,2,2,3,71.4,3,,2,2,,,,2,75.0,No,Yes,,Yes,,Yes,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,79,67,93,78.2,74.4,B,,$28.90,Review,,,37.805063201468656,-122.29836108017328
3,692 34th St Unit 06,Oakland,CA,94609,,apartment,2,1,—,2150,,https://www.redfin.com/CA/Oakland/692-34th-St-94609/unit-06/apartment/199207853,2,2,2,3,2,2,2,71.4,1,,2,2,,,,3,66.7,No,Yes,No,No,,No,No,,No,Yes,No,,,,,,,,,,,,,,,,82,73,98,82.5,73.0,B,,$29.43,Review,,,37.8238961,-122.2709159
3,3615 Martin Luther King Junior Way Unit 2,Oakland,CA,94609,,apartment,2,1,700,2150,,https://www.redfin.com/CA/Oakland/3615-Martin-Luther-King-Junior-Way-94609/unit-2/apartment/200092438,2,2,2,2,2,2,2,66.7,2,,2,2,,,,2,66.7,No,Yes,No,No,,No,No,,No,No,Yes,,,,,,,,,,,,,,,,88,74,88,83.8,71.4,B,,$30.10,Review,,,37.8255504,-122.2698279
3,4228 Masterson St Unit 01,Oakland,CA,94619,,apartment,2,1,—,2150,,https://www.redfin.com/CA/Oakland/4228-Masterson-St-94619/unit-01/apartment/200195072,1,2,1,2,2,1,2,52.4,2,,,,,,,3,83.3,No,Yes,No,No,Yes,No,No,,No,No,No,,,,,,,,,,,,,,,,91,50,62,72.9,67.5,C,,$31.83,Review,,,37.7887096,-122.1944287
3,2169 48th Ave Unit C,Oakland,CA,94601,,apartment,2,1,825,2145,,https://www.redfin.com/CA/Oakland/2169-48th-Ave-94601/unit-C/apartment/201220145,3,,2,2,2,2,3,77.8,1,,,,,,,2,50.0,Yes,Yes,No,No,,No,No,Yes,No,Yes,,,,,,,,,,,,,,,,,79,50,49,64.3,65.5,C,,$32.72,Review,,,37.7758888,-122.2057369
3,2326 84th Ave,Oakland,CA,94605,,apartment,2,1,"1,000",2100,,https://www.redfin.com/CA/Oakland/2326-84th-Ave-94605/home/1607896,2,2,2,2,2,2,2,66.7,1,,2,2,,,,3,66.7,No,Yes,No,No,,No,No,,No,No,Yes,,,,,,,,,,,,,,,,71,57,64,65.4,66.3,C,,$31.67,Review,,,37.7593201,-122.1667532
3,1121 Campbell St Unit 1125,Oakland,CA,94607,,apartment,2,1,—,2100,,https://www.redfin.com/CA/Oakland/1121-Campbell-St-94607/unit-1125/apartment/191768097,2,2,2,1,2,2,2,61.9,1,,2,2,,,,3,66.7,No,Yes,No,No,,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,81,65,95,79.0,68.1,C,,$30.83,High-location / low-quality opportunity,,,37.810073202704025,-122.29694448128565
3,8811 A St Unit 2,Oakland,CA,94621,,apartment,2,1,"1,020",2100,,https://www.redfin.com/CA/Oakland/8811-A-St-94621/unit-2/apartment/193042141,2,2,2,2,2,2,2,66.7,3,,2,2,,,,3,83.3,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,41.7,80,52,60,67.6,64.2,C,58.3,$32.71,Review,,,37.7499995,-122.1774525
3,6167 Mauritania Ave Unit C,Oakland,CA,94605,,apartment,2,1,800,2100,,https://www.redfin.com/CA/Oakland/6167-Mauritania-Ave-94605/unit-C/home/196509670,2,2,2,3,2,2,3,76.2,2,,2,2,,,,2,66.7,No,Yes,,No,Yes,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,80,54,48,65.8,70.4,B,,$29.83,Review,,,37.7758471,-122.1802177
3,1079 81st Ave Unit 7,Oakland,CA,94621,,apartment,2,1,—,2100,,https://www.redfin.com/CA/Oakland/1079-81st-Ave-94621/unit-7/apartment/198696002,2,2,1,1,2,2,2,57.1,2,,2,2,,,,3,75.0,No,Yes,No,No,,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,70,65,67,67.9,65.6,C,,$32.02,Review,,,37.7538613,-122.1846934
3,2863 Brookdale Ave Apt C,Oakland,CA,94602,,apartment,2,1,800,2100,,https://www.redfin.com/CA/Oakland/2863-Brookdale-Ave-94602/unit-C/home/200317909,1,2,2,2,2,2,2,61.9,1,,2,2,,,,2,58.3,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,25.0,82,57,64,70.9,53.4,D,75.0,$39.30,Review,,,37.7927063,-122.217642
3,2169 48th Ave Apt B,Oakland,CA,94601,,apartment,2,1,720,2095,,https://www.redfin.com/CA/Oakland/2169-48th-Ave-94601/unit-B/home/201216877,3,2,2,3,2,,2,77.8,2,,2,2,,,,2,66.7,No,Yes,,No,,No,No,Yes,No,Yes,,,,,,,,,,,,,,,,,79,50,49,64.3,70.6,B,,$29.66,Review,,,37.7758888,-122.2057369
3,9300 Bancroft Ave Unit T9304,Oakland,CA,94603,,apartment,2,1,—,2050,,https://www.redfin.com/CA/Oakland/9300-Bancroft-Ave-94603/unit-T9304/apartment/199985379,2,2,2,2,2,2,2,66.7,1,,2,2,,,,3,66.7,No,Yes,No,No,,No,Yes,,No,Yes,Yes,,,,,,,,,,,,,,,,70,56,62,64.2,66.0,C,,$31.07,Review,,,37.75189888428261,-122.16469015535166
3,256 Euclid Ave Apt 7,Oakland,CA,94610,,apartment,2,1,700,2050,,https://www.redfin.com/CA/Oakland/256-Euclid-Ave-94610/unit-7/home/201252096,1,1,2,2,2,2,2,57.1,2,,2,2,,,,2,66.7,No,Yes,No,No,No,No,No,,No,No,No,Yes,,,,,,,,,,,,,,,81,58,71,72.1,64.2,C,,$31.93,Review,,,37.8155748,-122.2531473
3,3700 International Blvd,Oakland,CA,94601,,apartment,2,1,786,1908,,https://www.redfin.com/CA/Oakland/Fruitvale-Haus/apartment/17188205,2,3,2,3,2,2,2,76.2,2,,2,2,,,,2,66.7,Yes,Yes,Yes,Yes,No,Yes,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,97,74,80,86.7,76.2,B,,$25.04,Review,,,37.775266,-122.220668
3,3524 Foothill Blvd Unit 12,Oakland,CA,94601,,apartment,2,1,800,2000,,https://www.redfin.com/CA/Oakland/3524-Foothill-Blvd-94601/unit-12/apartment/196155552,2,2,2,1,2,2,2,61.9,2,,2,2,,,,2,66.7,No,Yes,,No,,No,Yes,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,91,68,76,81.1,68.7,C,,$29.12,High-location / low-quality opportunity,,,37.78191568049308,-122.21888671948663
3,1312 64th Ave Unit T1,Oakland,CA,94621,,apartment,2,1,—,2000,,https://www.redfin.com/CA/Oakland/1312-64th-Ave-94621/unit-T1/apartment/199770424,2,2,2,1,2,2,2,61.9,2,,2,2,,,,3,75.0,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,50.0,76,69,59,70.5,63.6,C,50.0,$31.46,Review,,,37.761732,-122.1977508
3,1663 80th Ave Unit Td,Oakland,CA,94621,,apartment,2,1,—,2000,,https://www.redfin.com/CA/Oakland/1663-80th-Ave-94621/unit-Td/home/200360825,2,2,2,1,2,2,2,61.9,2,,2,2,,,,3,75.0,No,Yes,No,No,,Yes,Yes,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,66,58,69,64.2,66.5,C,,$30.06,Review,,,37.7589421,-122.177454
3,3814 39th Ave Unit T106,Oakland,CA,94619,,apartment,2,1,—,2000,,https://www.redfin.com/CA/Oakland/3814-39th-Ave-94619/unit-T106/home/201238559,2,2,2,1,2,2,1,57.1,2,,2,2,,,,3,75.0,No,Yes,,No,,No,No,,No,No,Yes,,,,,,,,,,,,,,,,87,50,62,70.9,66.4,C,,$30.11,Review,,,37.7919153,-122.1939442
3,3164 High St Unit D,Oakland,CA,94619,,apartment,2,1,613,2000,,https://www.redfin.com/CA/Oakland/3164-High-St-94619/unit-D/apartment/201424467,2,2,2,2,2,2,1,61.9,2,,2,2,,,,1,58.3,No,Yes,No,No,Yes,No,No,,No,No,No,Yes,,,,,,,,,,,,,,,87,51,45,67.8,62.5,C,,$32.03,Review,,,37.7851981,-122.1983944
3,7123 Holly St Unit d,Oakland,CA,94621,,apartment,2,1,—,1999,,https://www.redfin.com/CA/Oakland/7123-Holly-St-94621/unit-d/apartment/198577041,2,2,2,1,2,2,2,61.9,2,,2,2,,,,3,75.0,No,Yes,No,No,Yes,No,No,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,75,59,67,68.6,67.8,C,,$29.50,Review,,,37.7628301,-122.1841406
3,480 Crescent St,Oakland,CA,94610,,apartment,2,1,800,1995,,https://www.redfin.com/CA/Oakland/480-Crescent-St-94610/apartment/1903690,2,3,2,2,2,2,3,76.2,2,,2,2,,,,2,66.7,No,Yes,No,No,,No,Yes,,No,Yes,Yes,,,,,,,,,,,,,,,,98,53,80,80.9,74.6,B,,$26.75,Review,,,37.8137716,-122.2490682
3,816 37th St Unit C,Oakland,CA,94608,,apartment,2,1,—,1995,,https://www.redfin.com/CA/Oakland/816-37th-St-94608/unit-C/apartment/181238698,2,2,2,2,2,2,3,71.4,2,,2,2,,,,3,75.0,No,Yes,,No,,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,87,74,92,84.1,76.0,B,,$26.24,Review,,,37.8270582,-122.2724349
3,2900 Fruitvale Ave,Oakland,CA,94602,,apartment,2,1,"1,200",1995,,https://www.redfin.com/CA/Oakland/2900-Fruitvale-Ave-94602/apartment/200074067,2,2,2,1,2,2,2,61.9,2,,2,2,,,,3,75.0,No,Yes,,No,,No,No,,No,No,No,,,,,,,,,,,,,,,,87,57,60,72.6,68.9,C,,$28.96,Review,,,37.793396,-122.218634
3,11818 Foothill Way Unit 3,Oakland,CA,94605,,apartment,2,1,"1,000",1995,,https://www.redfin.com/CA/Oakland/11818-Foothill-Way-94605/unit-3/home/200558122,2,2,2,3,3,2,2,76.2,3,,2,2,,,,3,83.3,No,Yes,,No,Yes,Yes,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,69,44,45,56.7,73.0,B,,$27.34,Review,,,37.7358044,-122.139304
3,1747 21st Ave Unit 1747,Oakland,CA,94606,,apartment,2,1,800,1995,,https://www.redfin.com/CA/Oakland/1747-21st-Ave-94606/unit-1747/home/201243322,1,2,2,2,1,2,2,57.1,2,,2,2,,,,2,66.7,No,Yes,,No,,No,No,,No,No,No,No,,,,,,,,,,,,,,,87,56,73,74.9,65.0,C,,$30.70,Review,,,37.78816066666666,-122.23595854761905
3,1537 8th Ave Unit B,Oakland,CA,94606,,apartment,2,1,650,1950,,https://www.redfin.com/CA/Oakland/1537-8th-Ave-94606/unit-B/apartment/194118870,2,2,3,2,3,2,2,76.2,2,,2,2,,,,1,58.3,,Yes,,No,,No,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,93,62,89,82.9,72.6,B,,$26.86,Review,,,37.7948239,-122.2501674
3,1506 4th Ave Unit 7,Oakland,CA,94606,,apartment,2,1,750,1950,,https://www.redfin.com/CA/Oakland/1506-4th-Ave-94606/unit-7/apartment/195516371,2,2,2,2,2,2,3,71.4,3,,2,2,,,,2,75.0,No,Yes,,No,,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,94,67,98,86.7,76.8,B,,$25.40,Review,,,37.7971545,-122.2534429
3,6625 Bancroft Ave Unit 6621,Oakland,CA,94605,,apartment,2,1,734,1950,,https://www.redfin.com/CA/Oakland/6625-Bancroft-Ave-94605/unit-6621/home/201238791,2,2,2,2,2,2,2,66.7,2,,2,2,,,,2,66.7,No,Yes,,No,,No,No,,No,No,Yes,,,,,,,,,,,,,,,,86,57,63,72.7,68.3,C,,$28.53,Review,,,37.76996688659794,-122.183684685567
3,3430 64th Avenue Pl,Oakland,CA,94605,,apartment,2,1,900,1899,,https://www.redfin.com/CA/Oakland/3430-64th-Avenue-Pl-94605/home/1992803,3,2,3,2,2,2,3,81.0,2,,,2,,,,2,66.7,No,Yes,,No,Yes,No,Yes,,No,Yes,Yes,No,,,,,,,,,,,,,,,79,55,47,65.4,72.3,B,,$26.28,Review,,,37.7743684,-122.1776775
3,2554 E 16th St,Oakland,CA,94601,,apartment,1,1,800,1832,,https://www.redfin.com/CA/Oakland/Village-Haus/apartment/1524283,2,2,2,2,2,2,2,66.7,2,,2,2,,,,2,66.7,Yes,Yes,Yes,No,,Yes,No,,No,No,,,,,,,,,,,,,,,,,89,66,75,79.3,70.2,B,,$26.11,Review,,,37.7837537,-122.2304698
3,1130 82nd Ave,Oakland,CA,94621,,apartment,2,1,—,1800,,https://www.redfin.com/CA/Oakland/1130-82nd-Ave-94621/home/581903,2,3,2,1,3,2,2,71.4,3,,2,2,,,,3,83.3,No,Yes,No,,,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,72,62,65,67.6,74.0,B,,$24.32,Review,,,37.7532583,-122.1829594
3,937 International Blvd,Oakland,CA,94606,,apartment,2,1,726,1795,,https://www.redfin.com/CA/Oakland/937-International-Blvd-94606/home/1077491,2,2,2,2,2,,,66.7,2,,2,2,,,,2,66.7,No,Yes,,,,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,93,60,94,83.3,71.3,B,,$25.18,Review,,,37.792187,-122.2502343
3,2225 23rd Ave Unit 2219-A,Oakland,CA,94606,,apartment,2,1,540,1795,,https://www.redfin.com/CA/Oakland/2225-23rd-Ave-94606/unit-2219-A/apartment/201415309,2,2,3,2,2,2,2,71.4,2,,2,2,,,,1,58.3,Yes,Yes,,Yes,,No,No,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,77,58,58,67.5,66.3,C,,$27.06,Review,,,37.7900661,-122.2307758
3,6506 Foothill Blvd Apt F,Oakland,CA,94605,,apartment,2,1,648,1745,,https://www.redfin.com/CA/Oakland/6506-Foothill-Blvd-94605/unit-F/home/200346492,1,2,1,2,2,2,2,57.1,2,,2,2,,,,1,58.3,No,Yes,,No,,No,No,,No,No,Yes,,,,,,,,,,,,,,,,87,57,60,72.6,61.8,C,,$28.24,Review,,,37.770754,-122.182805
3,668 21st St,Oakland,CA,94612,,apartment,2,1,975,1676,,https://www.redfin.com/CA/Oakland/Cathedral-Gardens/apartment/196265650,2,2,2,2,2,2,2,66.7,2,,2,2,,,,2,66.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,,,,,,,,,,,,,,,97,81,96,92.0,73.7,B,,$22.74,Review,,,37.81090208878438,-122.27228550274224
3,9635 Plymouth St Unit 2,Oakland,CA,94603,,apartment,2,1,620,1595,,https://www.redfin.com/CA/Oakland/9635-Plymouth-St-94603/unit-2/apartment/200170901,2,2,2,2,2,2,2,66.7,1,,,2,,,,1,44.4,No,Yes,No,,Yes,No,No,,Yes,Yes,,,,,,,,,,,,,,,,,75,56,56,65.5,59.6,C,,$26.78,Review,,,37.746725,-122.1682269
4,1638 47th Ave,Oakland,CA,94601,,apartment,2,1,500,2042,,https://www.redfin.com/CA/Oakland/1638-47th-Ave-94601/home/172820392,2,2,2,3,2,2,3,76.2,3,,2,2,,,,1,66.7,No,Yes,Yes,No,Yes,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,93,59,76,79.4,74.2,B,,$27.53,Review,,,37.7721172,-122.2092287
4,3142 Fruitvale Ave,Oakland,CA,94602,,apartment,2,1,"1,100",2533,,https://www.redfin.com/CA/Oakland/3142-Fruitvale-Ave-94602/apartment/178711390,3,2,3,3,3,2,3,90.5,2,,2,2,,,,3,75.0,No,Yes,,Yes,Yes,Yes,Yes,,No,Yes,Yes,,,,,,,,,,,,,,,,87,57,72,75,81.4,B,,$31.10,Review,,,37.795609969387755,-122.21819118367347
4,7911 Bancroft Ave,Oakland,CA,94605,,apartment,2,1,900,2500,,https://www.redfin.com/CA/Oakland/7911-Bancroft-Ave-94605/apartment/1404939,2,2,2,2,2,2,3,71.4,2,,2,2,,,,2,66.7,Yes,Yes,No,No,,No,No,,No,Yes,Yes,Yes,,,,,,,,,,,,,,,73,59,69,68,69.0,C,,$36.22,Review,,,37.7617395,-122.1729469
4,2369 E 21st St,Oakland,CA,94601,,apartment,2,1,840,2500,,https://www.redfin.com/CA/Oakland/2369-E-21st-St-94601/home/2017259,2,3,2,2,2,2,2,71.4,1,,2,2,,,,2,58.3,Yes,Yes,,No,Yes,No,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,83,58,66,72.1,67.6,C,,$36.97,Review,,,37.7875969,-122.2304841
4,2678 79th Ave Unit B,Oakland,CA,94605,,apartment,2,1,"1,000",2500,,https://www.redfin.com/CA/Oakland/2678-79th-Ave-94605/unit-B/apartment/193252030,2,2,2,3,2,2,2,71.4,2,,2,2,,,,3,75.0,No,Yes,,No,No,No,No,,No,Yes,Yes,,,,,,,,,,,,,,,,78,59,65,69.7,72.0,B,,$34.70,Review,,,37.7636907,-122.1700937
4,2416 8th Ave Apt 204,Oakland,CA,94606,,apartment,2,1,975,2500,,https://www.redfin.com/CA/Oakland/2416-8th-Ave-94606/unit-204/home/200224527,1,1,2,1,2,2,2,52.4,1,,2,1,,,,2,50.0,No,Yes,No,,,No,No,,Yes,No,No,,,,,,,,,,,,,,,,74,59,59,66.5,55.6,C,,$44.98,Review,,,37.8002159,-122.2414835
4,9317 Walnut St,Oakland,CA,94603,,apartment,2,1,950,2500,,https://www.redfin.com/CA/Oakland/9317-Walnut-St-94603/apartment/201475781,2,2,1,1,1,2,2,52.4,2,,2,2,,,,2,66.7,No,Yes,,No,Yes,No,No,,No,No,No,Yes,,,,,,,,,,,,,,,78,55,54,66.3,60.6,C,,$41.25,Review,,,37.748819208180514,-122.17097874684835
4,1914 6th Ave Unit 2,Oakland,CA,94606,,apartment,2,1,"1,500",2500,,https://www.redfin.com/CA/Oakland/1914-6th-Ave-94606/unit-2/apartment/201542503,1,1,2,2,2,2,2,57.1,2,,1,1,,,,3,58.3,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,92,63,76,80.1,63.9,C,,$39.13,High-location / low-quality opportunity,,,37.798423,-122.2479441
4,2824 23rd Ave,Oakland,CA,94606,,apartment,2,1,800,2499,,https://www.redfin.com/CA/Oakland/2824-23rd-Ave-94606/apartment/201278711,2,2,3,2,2,2,2,71.4,2,,2,2,,,,2,66.7,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,,,,,,,,,,,,,,,,73,57,70,67.6,68.9,C,,$36.26,Review,,,37.79480667346939,-122.2264825510204
4,3080 Richmond Blvd,Oakland,CA,94611,,apartment,2,1,867,2395,,https://www.redfin.com/CA/Oakland/3080-Richmond-Blvd-94611/apartment/1253554,2,3,2,2,3,2,2,76.2,2,,2,2,,,,2,66.7,Yes,Yes,,No,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,91,61,71,78,73.8,B,,$32.46,Review,,,37.81933996,-122.2595196
4,322 Monte Vista Ave Unit 104-,Oakland,CA,94611,,apartment,2,1,"1,000",2495,,https://www.redfin.com/CA/Oakland/322-Monte-Vista-Ave-94611/unit-104/apartment/191472678,1,1,2,1,2,1,2,47.6,2,,2,2,,,,3,75.0,Yes,Yes,,No,,Yes,No,,Yes,No,Yes,,,,,,,,,,,,,,,,91,52,70,75.1,63.6,C,,$39.22,High-location / low-quality opportunity,,,37.8227337,-122.2495384
4,6620 Herzog St Unit 1,Oakland,CA,94608,,apartment,2,1,—,2495,,https://www.redfin.com/CA/Oakland/6620-Herzog-St-94608/unit-1/apartment/191748707,2,2,3,1,2,1,3,66.7,2,,2,2,,,,3,75.0,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,90,60,87,80.4,73.0,B,,$34.17,Review,,,37.8498472,-122.283652
4,3248 Prentiss St Apt 2,Oakland,CA,94601,,apartment,2,1,800,2495,,https://www.redfin.com/CA/Oakland/3248-Prentiss-St-94601/unit-2/home/200376101,2,2,2,2,1,1,3,61.9,2,,2,2,,,,2,66.7,Yes,Yes,No,No,No,No,No,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,80,55,59,68.3,65.1,C,,$38.30,Review,,,37.7887195,-122.2188235
4,2401 Bartlett St Unit D,Oakland,CA,94601,,apartment,2,1,—,2495,,https://www.redfin.com/CA/Oakland/2401-Bartlett-St-94601/unit-D/apartment/201116846,2,2,3,2,2,2,,72.2,2,,2,2,,,,3,75.0,,Yes,No,No,,No,No,,No,Yes,Yes,Yes,,,,,,,,,,,,,,,70,53,67,64.3,70.9,B,,$35.21,Review,,,37.7876838,-122.213336
4,201 Athol Ave Apt 303,Oakland,CA,94606,,apartment,2,1,—,2495,,https://www.redfin.com/CA/Oakland/201-Athol-Ave-94606/unit-303/home/201400124,1,1,2,2,2,1,1,47.6,2,,2,2,,,,3,75.0,Yes,Yes,No,No,,Yes,No,,Yes,No,No,No,,,,,,,,,,,,,,,92,66,87,83.2,65.9,C,,$37.88,High-location / low-quality opportunity,,,37.8009548,-122.2515868
4,6618 Laird Ave,`,CA,94605,,apartment,2,1,"1,000",2453,,https://www.redfin.com/CA/Oakland/6618-Laird-Ave-94605/home/1543692,1,2,2,1,2,1,2,52.4,3,,2,2,,,,3,83.3,Yes,Yes,No,,No,No,Yes,,Yes,No,No,,,,,,,,,,,,,,,,71,56,32,58.7,63.6,C,,$38.57,Review,,,37.7736741,-122.1754438
4,1446 1st Ave Unit 1450,Oakland,CA,94606,,apartment,2,1,850,2450,,https://www.redfin.com/CA/Oakland/1446-1st-Ave-94606/unit-1450/home/200913685,1,2,2,2,2,1,2,57.1,1,,3,2,,,,2,66.7,Yes,Yes,No,Yes,,No,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,94,74,96,88.4,68.7,C,,$35.64,High-location / low-quality opportunity,,,37.7990339,-122.2563205
4,641 Oakland Ave Apt E,Oakland,CA,94611,,apartment,2,1,—,2425,,https://www.redfin.com/CA/Oakland/641-Oakland-Ave-94611/unit-E/home/200917280,2,2,2,2,2,2,2,66.7,3,,2,2,,,,3,83.3,Yes,Yes,,No,,Yes,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,86,52,67,72,73.2,B,,$33.11,Review,,,37.8209332,-122.2506872
4,1777 Sausal St,Oakland,CA,94602,,apartment,2,1,900,2400,,https://www.redfin.com/CA/Oakland/1777-Sausal-St-94602/apartment/1841627,2,2,2,2,2,2,2,66.7,2,,2,2,,,,2,66.7,Yes,Yes,,No,,Yes,No,,No,No,Yes,,,,,,,,,,,,,,,,84,58,59,71.2,67.9,C,,$35.33,Review,,,37.7983828,-122.2204941
4,3230 Maple Ave Unit 3230,Oakland,CA,94602,,apartment,2,1,—,2400,,https://www.redfin.com/CA/Oakland/3230-Maple-Ave-94602/unit-3230/apartment/200930307,2,1,1,2,1,2,3,57.1,2,,2,2,,,,3,75.0,No,Yes,No,,,Yes,No,,Yes,Yes,No,,,,,,,,,,,,,,,,82,54,53,67.8,65.6,C,,$36.61,Review,,,37.7936523,-122.2084389
4,5308 Market St Unit 5310,Oakland,CA,94608,,apartment,2,1,—,2400,,https://www.redfin.com/CA/Oakland/5308-Market-St-94608/unit-5310/home/200955995,3,2,3,3,2,3,3,90.5,2,,2,2,,,,3,75.0,Yes,Yes,No,No,,No,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,90,66,99,84.6,84.1,B,,$28.53,Review,,,37.8378963,-122.2734254
4,232 Foothill Blvd Unit 2,Oakland,CA,94606,,apartment,2,1,700,2400,,https://www.redfin.com/CA/Oakland/232-Foothill-Blvd-94606/unit-2/apartment/201065484,2,2,3,3,2,2,3,81.0,3,,3,2,,,,2,83.3,No,Yes,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,94,71,97,87.7,83.6,B,,$28.72,Review,,,37.7989786,-122.2538717
